F_Governorate,F_District,F_Subdistrict,F_Community,Comment,T_Governorate,T_District,T_Subdistrict,T_Community,TypeofShelter,ShelterSpecific,Nov_Change,F_Government PCODE,F_Dictrict PCODE,F_SubDistrict PCODE,F_Community PCODE,T_Government PCODE,T_District PCODE,T_SubDictrict PCODE,T_Community PCODE
Hama/ ????,Hama/ ???? ????,Suran - Hama,Murak/ ????,,Idleb/ ????,Al Ma'ra/ ???? ???????,Khan Shaykun,Nqeir/ ??????,Living with host families/ ?????? ?? ?????? ?????,,54,SY05,SY0501,SY050101,C3029,SY07,SY0702,SY070201,C3991
Hama/ ????,Hama/ ???? ????,Suran - Hama,Murak/ ????,,Idleb/ ????,Al Ma'ra/ ???? ???????,Maarrat An Numan,Eastern Deir/ ??? ????,Living with host families/ ?????? ?? ?????? ?????,,300,SY05,SY0501,SY050101,C3029,SY07,SY0702,SY070200,C3962
Hama/ ????,Hama/ ???? ????,Suran - Hama,Murak/ ????,,Idleb/ ????,Ariha/ ?????,Ariha,Sarja/ ????,Living with host families/ ?????? ?? ?????? ?????,,132,SY05,SY0501,SY050101,C3029,SY07,SY0705,SY070500,C4273
Hama/ ????,Hama/ ???? ????,Suran - Hama,Murak/ ????,,Idleb/ ????,Idleb/ ???? ????,Idleb,Nayrab/ ??????,Living with host families/ ?????? ?? ?????? ?????,,630,SY05,SY0501,SY050101,C3029,SY07,SY0700,SY070000,C3867
Hama/ ????,Hama/ ???? ????,Suran - Hama,Murak/ ????,,Idleb/ ????,Idleb/ ???? ????,Idleb,Qminas/ ??????,Living with host families/ ?????? ?? ?????? ?????,,564,SY05,SY0501,SY050101,C3029,SY07,SY0700,SY070000,C3876
Hama/ ????,Hama/ ???? ????,Suran - Hama,Murak/ ????,,Idleb/ ????,Idleb/ ???? ????,Saraqab,Afs/ ???,Living with host families/ ?????? ?? ?????? ?????,,600,SY05,SY0501,SY050101,C3029,SY07,SY0700,SY070003,C3920
Hama/ ????,Hama/ ???? ????,Suran - Hama,Suran/ ?????,,Hama/ ????,As-Suqaylabiyah/ ?????????,Madiq Castle,Hawash/ ??????,Living with host families/ ?????? ?? ?????? ?????,,48,SY05,SY0501,SY050101,C3026,SY05,SY0502,SY050204,C3195
Hama/ ????,Hama/ ???? ????,Suran - Hama,Suran/ ?????,,Hama/ ????,As-Suqaylabiyah/ ?????????,Ziyara,Doqmaq/ ?????,Living with host families/ ?????? ?? ?????? ?????,,90,SY05,SY0501,SY050101,C3026,SY05,SY0502,SY050202,C3156
Hama/ ????,Hama/ ???? ????,Suran - Hama,Suran/ ?????,,Hama/ ????,As-Suqaylabiyah/ ?????????,Ziyara,Qalidin/ ??????,Living with host families/ ?????? ?? ?????? ?????,,60,SY05,SY0501,SY050101,C3026,SY05,SY0502,SY050202,C3167
Hama/ ????,Hama/ ???? ????,Suran - Hama,Suran/ ?????,,Hama/ ????,As-Suqaylabiyah/ ?????????,Ziyara,Ziyara/ ???????,Living with host families/ ?????? ?? ?????? ?????,,36,SY05,SY0501,SY050101,C3026,SY05,SY0502,SY050202,C3166
Hama/ ????,Hama/ ???? ????,Suran - Hama,Suran/ ?????,,Hama/ ????,Hama/ ???? ????,Hama,Kalidiyeh/ ????????,Living with host families/ ?????? ?? ?????? ?????,,90,SY05,SY0501,SY050101,C3026,SY05,SY0501,SY050100,C2999
Hama/ ????,Hama/ ???? ????,Suran - Hama,Suran/ ?????,,Idleb/ ????,Al Ma'ra/ ???? ???????,Kafr Nobol,Ftireh/ ?????,,,100,SY05,SY0501,SY050101,C3026,SY07,SY0702,SY070203,C4070
Hama/ ????,Hama/ ???? ????,Suran - Hama,Suran/ ?????,,Idleb/ ????,Al Ma'ra/ ???? ???????,Kafr Nobol,Kawkabeh/ ?????,Living with host families/ ?????? ?? ?????? ?????,,48,SY05,SY0501,SY050101,C3026,SY07,SY0702,SY070203,C4072
Hama/ ????,Hama/ ???? ????,Suran - Hama,Suran/ ?????,,Idleb/ ????,Al Ma'ra/ ???? ???????,Kafr Nobol,Maar Tamater/ ????????,Living with host families/ ?????? ?? ?????? ?????,,138,SY05,SY0501,SY050101,C3026,SY07,SY0702,SY070203,C4065
Hama/ ????,Hama/ ???? ????,Suran - Hama,Suran/ ?????,,Idleb/ ????,Al Ma'ra/ ???? ???????,Kafr Nobol,Maarzita/ ???????,Living with host families/ ?????? ?? ?????? ?????,,300,SY05,SY0501,SY050101,C3026,SY07,SY0702,SY070203,C4066
Hama/ ????,Hama/ ???? ????,Suran - Hama,Suran/ ?????,,Idleb/ ????,Al Ma'ra/ ???? ???????,Kafr Nobol,Shorlin/ ??????,Living with host families/ ?????? ?? ?????? ?????,,66,SY05,SY0501,SY050101,C3026,SY07,SY0702,SY070203,C4053
Hama/ ????,Hama/ ???? ????,Suran - Hama,Suran/ ?????,,Idleb/ ????,Al Ma'ra/ ???? ???????,Khan Shaykun,Baarbu/ ?????,Living with host families/ ?????? ?? ?????? ?????,,240,SY05,SY0501,SY050101,C3026,SY07,SY0702,SY070201,C3992
Hama/ ????,Hama/ ???? ????,Suran - Hama,Suran/ ?????,,Idleb/ ????,Al Ma'ra/ ???? ???????,Khan Shaykun,Hbit/ ??????,,,500,SY05,SY0501,SY050101,C3026,SY07,SY0702,SY070201,C3989
Hama/ ????,Hama/ ???? ????,Suran - Hama,Suran/ ?????,,Idleb/ ????,Al Ma'ra/ ???? ???????,Tamanaah,Big Khwein/ ???? ??????,,,750,SY05,SY0501,SY050101,C3026,SY07,SY0702,SY070204,C4091
Hama/ ????,Hama/ ???? ????,Suran - Hama,Suran/ ?????,,Idleb/ ????,Al Ma'ra/ ???? ???????,Tamanaah,Hamadaniyeh/ ?????????,,,250,SY05,SY0501,SY050101,C3026,SY07,SY0702,SY070204,C4084
Hama/ ????,Hama/ ???? ????,Suran - Hama,Suran/ ?????,,Idleb/ ????,Al Ma'ra/ ???? ???????,Tamanaah,Tal Maraq/ ?? ???,,,200,SY05,SY0501,SY050101,C3026,SY07,SY0702,SY070204,C4087
Hama/ ????,Hama/ ???? ????,Suran - Hama,Suran/ ?????,,Idleb/ ????,Al Ma'ra/ ???? ???????,Tamanaah,Tamanaah/ ????????,,,250,SY05,SY0501,SY050101,C3026,SY07,SY0702,SY070204,C4081
Hama/ ????,Hama/ ???? ????,Suran - Hama,Suran/ ?????,,Idleb/ ????,Ariha/ ?????,Ariha,Ariha/ ?????,Living with host families/ ?????? ?? ?????? ?????,,24,SY05,SY0501,SY050101,C3026,SY07,SY0705,SY070500,C4278
Hama/ ????,Hama/ ???? ????,Suran - Hama,Suran/ ?????,,Idleb/ ????,Ariha/ ?????,Ariha,Shinan/ ????,Living with host families/ ?????? ?? ?????? ?????,,66,SY05,SY0501,SY050101,C3026,SY07,SY0705,SY070500,C4275
Hama/ ????,Hama/ ???? ????,Suran - Hama,Suran/ ?????,,Idleb/ ????,Ariha/ ?????,Ehsem,Farkya/ ?????,Living with host families/ ?????? ?? ?????? ?????,,72,SY05,SY0501,SY050101,C3026,SY07,SY0705,SY070501,C4305
Hama/ ????,Hama/ ???? ????,Suran - Hama,Suran/ ?????,,Idleb/ ????,Ariha/ ?????,Ehsem,Kafr Haya/ ??? ????,Living with host families/ ?????? ?? ?????? ?????,,30,SY05,SY0501,SY050101,C3026,SY07,SY0705,SY070501,C4306
Hama/ ????,Hama/ ???? ????,Suran - Hama,Suran/ ?????,,Idleb/ ????,Ariha/ ?????,Ehsem,Marayan/ ??????,Living with host families/ ?????? ?? ?????? ?????,,78,SY05,SY0501,SY050101,C3026,SY07,SY0705,SY070501,C4308
Hama/ ????,Hama/ ???? ????,Suran - Hama,Suran/ ?????,,Idleb/ ????,Harim/ ????,Qourqeena,Kafr Aruq/ ??? ????,,,125,SY05,SY0501,SY050101,C3026,SY07,SY0703,SY070304,C4172
Hama/ ????,Hama/ ???? ????,Suran - Hama,Suran/ ?????,,Idleb/ ????,Idleb/ ???? ????,Idleb,Mastumeh/ ????????,Living with host families/ ?????? ?? ?????? ?????,,390,SY05,SY0501,SY050101,C3026,SY07,SY0700,SY070000,C3872
Hama/ ????,Hama/ ???? ????,Suran - Hama,Suran/ ?????,,Idleb/ ????,Idleb/ ???? ????,Saraqab,Sheikh Idris/ ??? ?????,Living with host families/ ?????? ?? ?????? ?????,,210,SY05,SY0501,SY050101,C3026,SY07,SY0700,SY070003,C3924
Hama/ ????,Hama/ ???? ????,Suran - Hama,Tiba Elemam/ ???? ??????,,Hama/ ????,As-Suqaylabiyah/ ?????????,Madiq Castle,Kafr Nabutha/ ??? ?????,Living with host families/ ?????? ?? ?????? ?????,,150,SY05,SY0501,SY050101,C3028,SY05,SY0502,SY050204,C3209
Hama/ ????,Hama/ ???? ????,Suran - Hama,Tiba Elemam/ ???? ??????,,Hama/ ????,As-Suqaylabiyah/ ?????????,Madiq Castle,Madiq Castle/ ???? ??????,Living with host families/ ?????? ?? ?????? ?????,,84,SY05,SY0501,SY050101,C3028,SY05,SY0502,SY050204,C3207
Hama/ ????,Hama/ ???? ????,Suran - Hama,Tiba Elemam/ ???? ??????,,Hama/ ????,As-Suqaylabiyah/ ?????????,Ziyara,Qastun/ ?????,Living with host families/ ?????? ?? ?????? ?????,,270,SY05,SY0501,SY050101,C3028,SY05,SY0502,SY050202,C3170
Hama/ ????,Hama/ ???? ????,Suran - Hama,Tiba Elemam/ ???? ??????,,Hama/ ????,As-Suqaylabiyah/ ?????????,Ziyara,Zayzun/ ?????,Living with host families/ ?????? ?? ?????? ?????,,300,SY05,SY0501,SY050101,C3028,SY05,SY0502,SY050202,C3161
Hama/ ????,Hama/ ???? ????,Suran - Hama,Tiba Elemam/ ???? ??????,,Idleb/ ????,Al Ma'ra/ ???? ???????,Kafr Nobol,Ftireh/ ?????,,,100,SY05,SY0501,SY050101,C3028,SY07,SY0702,SY070203,C4070
Hama/ ????,Hama/ ???? ????,Suran - Hama,Tiba Elemam/ ???? ??????,,Idleb/ ????,Al Ma'ra/ ???? ???????,Kafr Nobol,Kafr Musa/ ??? ????,Living with host families/ ?????? ?? ?????? ?????,,60,SY05,SY0501,SY050101,C3028,SY07,SY0702,SY070203,C4067
Hama/ ????,Hama/ ???? ????,Suran - Hama,Tiba Elemam/ ???? ??????,,Idleb/ ????,Al Ma'ra/ ???? ???????,Kafr Nobol,Kafr Oweid/ ??? ????,Living with host families/ ?????? ?? ?????? ?????,,330,SY05,SY0501,SY050101,C3028,SY07,SY0702,SY070203,C4062
Hama/ ????,Hama/ ???? ????,Suran - Hama,Tiba Elemam/ ???? ??????,,Idleb/ ????,Al Ma'ra/ ???? ???????,Kafr Nobol,Sfuhen/ ?????,,,200,SY05,SY0501,SY050101,C3028,SY07,SY0702,SY070203,C4054
Hama/ ????,Hama/ ???? ????,Suran - Hama,Tiba Elemam/ ???? ??????,,Idleb/ ????,Al Ma'ra/ ???? ???????,Maarrat An Numan,Ghadqa/ ??????,Living with host families/ ?????? ?? ?????? ?????,,210,SY05,SY0501,SY050101,C3028,SY07,SY0702,SY070200,C3963
Hama/ ????,Hama/ ???? ????,Suran - Hama,Tiba Elemam/ ???? ??????,,Idleb/ ????,Al Ma'ra/ ???? ???????,Tamanaah,Big Khwein/ ???? ??????,,,625,SY05,SY0501,SY050101,C3028,SY07,SY0702,SY070204,C4091
Hama/ ????,Hama/ ???? ????,Suran - Hama,Tiba Elemam/ ???? ??????,,Idleb/ ????,Al Ma'ra/ ???? ???????,Tamanaah,Tamanaah/ ????????,,,100,SY05,SY0501,SY050101,C3028,SY07,SY0702,SY070204,C4081
Hama/ ????,Hama/ ???? ????,Suran - Hama,Tiba Elemam/ ???? ??????,,Idleb/ ????,Al Ma'ra/ ???? ???????,Tamanaah,Um Elkhalayel/ ?? ????????,,,875,SY05,SY0501,SY050101,C3028,SY07,SY0702,SY070204,C4085
Hama/ ????,Hama/ ???? ????,Suran - Hama,Tiba Elemam/ ???? ??????,,Idleb/ ????,Ariha/ ?????,Ariha,Bazabur/ ??????,Living with host families/ ?????? ?? ?????? ?????,,54,SY05,SY0501,SY050101,C3028,SY07,SY0705,SY070500,C4268
Hama/ ????,Hama/ ???? ????,Suran - Hama,Tiba Elemam/ ???? ??????,,Idleb/ ????,Ariha/ ?????,Ariha,Kafrlata/ ???????,Living with host families/ ?????? ?? ?????? ?????,,90,SY05,SY0501,SY050101,C3028,SY07,SY0705,SY070500,C4283
Hama/ ????,Hama/ ???? ????,Suran - Hama,Tiba Elemam/ ???? ??????,,Idleb/ ????,Ariha/ ?????,Ariha,Majdaliya/ ??????,Living with host families/ ?????? ?? ?????? ?????,,192,SY05,SY0501,SY050101,C3028,SY07,SY0705,SY070500,C4280
Hama/ ????,Hama/ ???? ????,Suran - Hama,Tiba Elemam/ ???? ??????,,Idleb/ ????,Ariha/ ?????,Ehsem,Abdita/ ??????,Living with host families/ ?????? ?? ?????? ?????,,90,SY05,SY0501,SY050101,C3028,SY07,SY0705,SY070501,C4291
Hama/ ????,Hama/ ???? ????,Suran - Hama,Tiba Elemam/ ???? ??????,,Idleb/ ????,Ariha/ ?????,Ehsem,Balshun/ ?????,Living with host families/ ?????? ?? ?????? ?????,,132,SY05,SY0501,SY050101,C3028,SY07,SY0705,SY070501,C4296
Hama/ ????,Hama/ ???? ????,Suran - Hama,Tiba Elemam/ ???? ??????,,Idleb/ ????,Ariha/ ?????,Ehsem,Bsames/ ?????,Living with host families/ ?????? ?? ?????? ?????,,186,SY05,SY0501,SY050101,C3028,SY07,SY0705,SY070501,C4297
Hama/ ????,Hama/ ???? ????,Suran - Hama,Tiba Elemam/ ???? ??????,,Idleb/ ????,Ariha/ ?????,Ehsem,Ein Laruz/ ??? ?????,Living with host families/ ?????? ?? ?????? ?????,,180,SY05,SY0501,SY050101,C3028,SY07,SY0705,SY070501,C4299
Hama/ ????,Hama/ ???? ????,Suran - Hama,Tiba Elemam/ ???? ??????,,Idleb/ ????,Harim/ ????,Qourqeena,Kafr Aruq/ ??? ????,,,125,SY05,SY0501,SY050101,C3028,SY07,SY0703,SY070304,C4172
Hama/ ????,Hama/ ???? ????,,,,Idleb/ ????,Al Ma'ra/ ???? ???????,Maarrat An Numan,Karfuma/ ??????,Living with host families/ ?????? ?? ?????? ?????,,150,SY05,SY0501,,,SY07,SY0702,SY070200,C3984
Hama/ ????,Muhradah/ ?????,Kafr Zeita,Latmin/ ?????,,Hama/ ????,As-Suqaylabiyah/ ?????????,Ziyara,Ziyara/ ???????,Living with host families/ ?????? ?? ?????? ?????,,72,SY05,SY0505,SY050501,C3464,SY05,SY0502,SY050202,C3166
Hama/ ????,Muhradah/ ?????,Kafr Zeita,Latmin/ ?????,,Hama/ ????,Muhradah/ ?????,Kafr Zeita,Kafr Zeita/ ??? ????,Living with host families/ ?????? ?? ?????? ?????,,240,SY05,SY0505,SY050501,C3464,SY05,SY0505,SY050501,C3463
Hama/ ????,Muhradah/ ?????,Kafr Zeita,Latmin/ ?????,,Idleb/ ????,Ariha/ ?????,Ariha,Ariha/ ?????,Living with host families/ ?????? ?? ?????? ?????,,150,SY05,SY0505,SY050501,C3464,SY07,SY0705,SY070500,C4278
Hama/ ????,Muhradah/ ?????,Kafr Zeita,Latmin/ ?????,,Idleb/ ????,Ariha/ ?????,Ehsem,Ablin/ ?????,Living with host families/ ?????? ?? ?????? ?????,,60,SY05,SY0505,SY050501,C3464,SY07,SY0705,SY070501,C4292
Hama/ ????,Muhradah/ ?????,Kafr Zeita,Latmin/ ?????,,Idleb/ ????,Ariha/ ?????,Ehsem,Balyun/ ?????,Living with host families/ ?????? ?? ?????? ?????,,330,SY05,SY0505,SY050501,C3464,SY07,SY0705,SY070501,C4302
Hama/ ????,Muhradah/ ?????,Muhradah,Halfaya/ ??????,,Hama/ ????,As-Suqaylabiyah/ ?????????,Madiq Castle,Madiq Castle/ ???? ??????,Living with host families/ ?????? ?? ?????? ?????,,48,SY05,SY0505,SY050500,C3453,SY05,SY0502,SY050204,C3207
Hama/ ????,Muhradah/ ?????,Muhradah,Halfaya/ ??????,,Idleb/ ????,Al Ma'ra/ ???? ???????,Kafr Nobol,Sfuhen/ ?????,,,175,SY05,SY0505,SY050500,C3453,SY07,SY0702,SY070203,C4054
Hama/ ????,Muhradah/ ?????,Muhradah,Halfaya/ ??????,,Idleb/ ????,Al Ma'ra/ ???? ???????,Kafr Nobol,Um Nir/ ?? ???,Living with host families/ ?????? ?? ?????? ?????,,30,SY05,SY0505,SY050500,C3453,SY07,SY0702,SY070203,C4059
Hama/ ????,Muhradah/ ?????,Muhradah,Halfaya/ ??????,,Idleb/ ????,Al Ma'ra/ ???? ???????,Maarrat An Numan,Jarjnaz/ ??????,Living with host families/ ?????? ?? ?????? ?????,,540,SY05,SY0505,SY050500,C3453,SY07,SY0702,SY070200,C3977
Hama/ ????,Muhradah/ ?????,Muhradah,Halfaya/ ??????,,Idleb/ ????,Al Ma'ra/ ???? ???????,Tamanaah,Big Khwein/ ???? ??????,,,625,SY05,SY0505,SY050500,C3453,SY07,SY0702,SY070204,C4091
Hama/ ????,Muhradah/ ?????,Muhradah,Halfaya/ ??????,,Idleb/ ????,Al Ma'ra/ ???? ???????,Tamanaah,Breiseh/ ???????,,,250,SY05,SY0505,SY050500,C3453,SY07,SY0702,SY070204,C4079
Hama/ ????,Muhradah/ ?????,Muhradah,Halfaya/ ??????,,Idleb/ ????,Al Ma'ra/ ???? ???????,Tamanaah,Niha/ ??????,,,875,SY05,SY0505,SY050500,C3453,SY07,SY0702,SY070204,C4083
Hama/ ????,Muhradah/ ?????,Muhradah,Halfaya/ ??????,,Idleb/ ????,Idleb/ ???? ????,Saraqab,Jobas/ ?????,Living with host families/ ?????? ?? ?????? ?????,,270,SY05,SY0505,SY050500,C3453,SY07,SY0700,SY070003,C3909
Rural Damascus/ ??? ????,Darayya/ ?????,Markaz Darayya,Madamiyet Elsham/ ?????? ?????,,Idleb/ ????,Harim/ ????,Dana,Tal Elkaramej/ ?? ???????,Rented houses/???? ???????  ,,61,SY03,SY0309,SY030900,C2499,SY07,SY0703,SY070301,C4122
Rural Damascus/ ??? ????,Rural Damascus/ ???? ??? ????,Qudsiya,Hama/ ??????,,Idleb/ ????,Idleb/ ???? ????,Maaret Tamsrin,Kelly/ ????,Rented houses/???? ???????  ,,53,SY03,SY0301,SY030107,C2323,SY07,SY0700,SY070005,C3949
Ar-Raqqa/ ?????,Tell Abiad/ ?? ????,Ein Issa,,,Aleppo/ ???,Jarablus/ ??????,Jarablus,Jarablus/ ??????,Camps  / ??????,"Jarablus Camp (old one),",600,SY11,SY1102,SY110202,,SY02,SY0208,SY020800,C2227
Ar-Raqqa/ ?????,Tell Abiad/ ?? ????,Ein Issa,,,Aleppo/ ???,Jarablus/ ??????,Jarablus,Jarablus/ ??????,Collective center/ ???? ???? ????????,Government Building (Agriculture Directorate Building),90,SY11,SY1102,SY110202,,SY02,SY0208,SY020800,C2227
Ar-Raqqa/ ?????,Ar-Raqqa/ ???? ?????,Ar-Raqqa,,,Aleppo/ ???,Menbij/ ????,Menbij,Menbij/ ????,Living with host families/ ?????? ?? ?????? ?????,,1080,SY11,SY1101,SY110100,,SY02,SY0205,SY020500,C1767
Ar-Raqqa/ ?????,Tell Abiad/ ?? ????,Ein Issa,Hisheh/ ????,,Ar-Raqqa/ ?????,Tell Abiad/ ?? ????,Ein Issa,Ein Issa/ ??? ????,Living with host families/ ?????? ?? ?????? ?????,,72,SY11,SY1102,SY110202,C5927,SY11,SY1102,SY110202,C5905
Ar-Raqqa/ ?????,Ar-Raqqa/ ???? ?????,Ar-Raqqa,Tal Elsamen Dahham/ ?? ????? ????,,Ar-Raqqa/ ?????,Tell Abiad/ ?? ????,Ein Issa,Mreiran/ ??????,Living with host families/ ?????? ?? ?????? ?????,,660,SY11,SY1101,SY110100,C5689,SY11,SY1102,SY110202,C5926
Ar-Raqqa/ ?????,Tell Abiad/ ?? ????,Ein Issa,Hisheh/ ????,,Ar-Raqqa/ ?????,Tell Abiad/ ?? ????,Ein Issa,Sakhret Elsheikh/ ???? ??? ?????,Living with host families/ ?????? ?? ?????? ?????,,270,SY11,SY1102,SY110202,C5927,SY11,SY1102,SY110202,C5908
Ar-Raqqa/ ?????,Tell Abiad/ ?? ????,Ein Issa,Hisheh/ ????,,Ar-Raqqa/ ?????,Tell Abiad/ ?? ????,Ein Issa,Sharkrak/ ????????,Living with host families/ ?????? ?? ?????? ?????,,235,SY11,SY1102,SY110202,C5927,SY11,SY1102,SY110202,C5911
Ar-Raqqa/ ?????,Ar-Raqqa/ ???? ?????,Ar-Raqqa,,,Ar-Raqqa/ ?????,Tell Abiad/ ?? ????,Suluk,Hammam At-Turkman/ ???? ????????,Living with host families/ ?????? ?? ?????? ?????,,120,SY11,SY1101,SY110100,,SY11,SY1102,SY110201,C6319
Ar-Raqqa/ ?????,Tell Abiad/ ?? ????,Ein Issa,,,Aleppo/ ???,Jarablus/ ??????,Jarablus,Jarablus/ ??????,Collective center/ ???? ???? ????????,School Building ( Tishrine School),120,SY11,SY1102,SY110202,,SY02,SY0208,SY020800,C2227
Ar-Raqqa/ ?????,Tell Abiad/ ?? ????,Ein Issa,,,Aleppo/ ???,Jarablus/ ??????,Jarablus,Jarablus/ ??????,Collective center/ ???? ???? ????????,School Building (Adnan Dallal School),120,SY11,SY1102,SY110202,,SY02,SY0208,SY020800,C2227
Ar-Raqqa/ ?????,Tell Abiad/ ?? ????,Ein Issa,,,Aleppo/ ???,Jarablus/ ??????,Jarablus,Jarablus/ ??????,Collective center/ ???? ???? ????????,School Building (Al Sharieeh School),120,SY11,SY1102,SY110202,,SY02,SY0208,SY020800,C2227
Ar-Raqqa/ ?????,Tell Abiad/ ?? ????,Ein Issa,,,Aleppo/ ???,Jarablus/ ??????,Jarablus,Jarablus/ ??????,Collective center/ ???? ???? ????????,School Building (Fawzi Al Afeef School),120,SY11,SY1102,SY110202,,SY02,SY0208,SY020800,C2227
Ar-Raqqa/ ?????,Tell Abiad/ ?? ????,Ein Issa,,,Aleppo/ ???,Jarablus/ ??????,Jarablus,Jarablus/ ??????,Collective center/ ???? ???? ????????,School Building (Jarablus  Almuhdatheh School),120,SY11,SY1102,SY110202,,SY02,SY0208,SY020800,C2227
Ar-Raqqa/ ?????,Ar-Raqqa/ ???? ?????,Ar-Raqqa,Tweilah/ ????????,,Ar-Raqqa/ ?????,Tell Abiad/ ?? ????,Ein Issa,Hisheh/ ????,,,30,SY11,SY1101,SY110100,C5712,SY11,SY1102,SY110202,C5927
Ar-Raqqa/ ?????,Ar-Raqqa/ ???? ?????,Ar-Raqqa,Tishrine/ ?????,,Ar-Raqqa/ ?????,Tell Abiad/ ?? ????,Ein Issa,Hisheh/ ????,,,30,SY11,SY1101,SY110100,C5731,SY11,SY1102,SY110202,C5927
Ar-Raqqa/ ?????,Ar-Raqqa/ ???? ?????,Ar-Raqqa,Sukariyet Tal Elsamen/ ????? ?? ?????,,Ar-Raqqa/ ?????,Ar-Raqqa/ ???? ?????,Ar-Raqqa,Kalta/ ???????,Living with host families/ ?????? ?? ?????? ?????,,54,SY11,SY1101,SY110100,C5681,SY11,SY1101,SY110100,C5683
Ar-Raqqa/ ?????,Ar-Raqqa/ ???? ?????,Ar-Raqqa,,,Ar-Raqqa/ ?????,Tell Abiad/ ?? ????,Ein Issa,Wastet Elhijan/ ????? ???????,Collective center/ ???? ???? ????????,,90,SY11,SY1101,SY110100,,SY11,SY1102,SY110202,C5919
Ar-Raqqa/ ?????,Tell Abiad/ ?? ????,Ein Issa,Hisheh/ ????,,Ar-Raqqa/ ?????,Tell Abiad/ ?? ????,Suluk,Hammam At-Turkman/ ???? ????????,,,120,SY11,SY1102,SY110202,C5927,SY11,SY1102,SY110201,C6319
Ar-Raqqa/ ?????,Ar-Raqqa/ ???? ?????,Ar-Raqqa,,,Ar-Raqqa/ ?????,Tell Abiad/ ?? ????,Ein Issa,Hisheh/ ????,Living with host families/ ?????? ?? ?????? ?????,,168,SY11,SY1101,SY110100,,SY11,SY1102,SY110202,C5927
Ar-Raqqa/ ?????,Ar-Raqqa/ ???? ?????,Ar-Raqqa,,,Ar-Raqqa/ ?????,Tell Abiad/ ?? ????,Ein Issa,Hisheh/ ????,Living with host families/ ?????? ?? ?????? ?????,,204,SY11,SY1101,SY110100,,SY11,SY1102,SY110202,C5927
Ar-Raqqa/ ?????,Ar-Raqqa/ ???? ?????,Ar-Raqqa,Tal Elsamen Dahham/ ?? ????? ????,,Ar-Raqqa/ ?????,Tell Abiad/ ?? ????,Ein Issa,Hisheh/ ????,,,210,SY11,SY1101,SY110100,C5689,SY11,SY1102,SY110202,C5927
Aleppo/ ???,Jebel Saman (Aleppo)/ ??? ?????,Atareb,Kafr Naha/ ??? ????,,Idleb/ ????,Harim/ ????,Qourqeena,Qourqeena/ ????????,Living with host families/ ?????? ?? ?????? ?????,,250,SY02,SY0200,SY020001,C1034,SY07,SY0703,SY070304,C4174
Hama/ ????,Hama/ ???? ????,Suran - Hama,Suran/ ?????,,Idleb/ ????,Al Ma'ra/ ???? ???????,Khan Shaykun,Khan Shaykun/ ??? ?????,Living with host families/ ?????? ?? ?????? ?????,,500,SY05,SY0501,SY050101,C3026,SY07,SY0702,SY070201,C3987
Ar-Raqqa/ ?????,Ar-Raqqa/ ???? ?????,Ar-Raqqa,Sukariyet Tal Elsamen/ ????? ?? ?????,,Ar-Raqqa/ ?????,Tell Abiad/ ?? ????,Ein Issa,Hisheh/ ????,,,540,SY11,SY1101,SY110100,C5681,SY11,SY1102,SY110202,C5927
Ar-Raqqa/ ?????,Ar-Raqqa/ ???? ?????,Ar-Raqqa,Upper Khneiz/ ???? ??????,,Ar-Raqqa/ ?????,Ar-Raqqa/ ???? ?????,Ar-Raqqa,Thulth Khneiz/ ??? ????,,,600,SY11,SY1101,SY110100,C5717,SY11,SY1101,SY110100,C5722
Ar-Raqqa/ ?????,Ar-Raqqa/ ???? ?????,Ar-Raqqa,,,Ar-Raqqa/ ?????,Tell Abiad/ ?? ????,Ein Issa,Ein Issa/ ??? ????,Collective center/ ???? ???? ????????,Cotton Center,750,SY11,SY1101,SY110100,,SY11,SY1102,SY110202,C5905
Aleppo/ ???,Al Bab/ ?????,Ar-Raee,Ameriyeh/ ????????,,Idleb/ ????,Harim/ ????,Dana,Kafr Deryan/ ????????,Open areas/ ????? ??????,,45,SY02,SY0202,SY020203,C1260,SY07,SY0703,SY070301,C4132
Rural Damascus/ ??? ????,Qatana/ ????,Qatana,Khan Elshih/ ??? ?????,,Idleb/ ????,Idleb/ ???? ????,Maaret Tamsrin,Maaret Elekhwan/ ????? ???????,Collective center/ ???? ???? ????????,,1585,SY03,SY0308,SY030800,C2466,SY07,SY0700,SY070005,C3950
Aleppo/ ???,Jebel Saman (Aleppo)/ ??? ?????,Haritan,Maaret Elartiq/ ????? ???????,,Idleb/ ????,Harim/ ????,Dana,Atma/ ????,Camps  / ??????,  atma camps -  alwahda camp,18,SY02,SY0200,SY020003,C1136,SY07,SY0703,SY070301,C4130
Aleppo/ ???,Jebel Saman (Aleppo)/ ??? ?????,Zarbah,Zarbah/ ??????,,Idleb/ ????,Harim/ ????,Dana,Atma/ ????,Camps  / ??????,  atma camps -  aljazira camp,42,SY02,SY0200,SY020005,C1170,SY07,SY0703,SY070301,C4130
Aleppo/ ???,A'zaz/ ?????,Tall Refaat,Tall Refaat/ ?? ????,,Idleb/ ????,Harim/ ????,Dana,Atma/ ????,Camps  / ??????,  atma camps -  alanfal camp,36,SY02,SY0204,SY020402,C1621,SY07,SY0703,SY070301,C4130
